code,transliterations,type
I40,qrrt|TpHt,Ideogram
I40A,,Determinative
I40B,,Determinative
I40C,qrrt|TpHt,Ideogram
I40D,,Determinative
I40E,,Determinative
I40F,,Determinative
I40G,,Determinative
I41,qrrty,Ideogram
I41A,,Determinative
I42,,Determinative
I43,nsr,Ideogram
I44,wADty,Ideogram
I45,,Determinative
I46,,Determinative
I47,,Determinative
I47A,,Determinative
I48,,Determinative
I49,,Determinative
I4A,,Determinative
I5,sAq|sbk,Ideogram
I50,iAbt|nTrt,Ideogram
I50A,,Determinative
I51,,Determinative
I52,,Determinative
I52A,,Determinative
I53,,Determinative
I53A,,Determinative
I54,,Determinative
I55,nb|sxmt,Phonetic
I56,,Determinative
I57,,Determinative
I58,,Determinative
I59,,Determinative
I5A,sAq|sbk,Ideogram
I5B,,Determinative
I6,km,Phonetic
I60,wADty,Ideogram
I61,,Determinative
I62,Hwt-Hr,Ideogram
I63,rnn-wtt|Spst,Ideogram
I64,nTrt|nb|k|xm,Phonetic
I65,,Determinative
I66,,Determinative
I67,,Determinative
I68,,Determinative
I69,,Determinative
I6A,,Determinative
I6B,,Determinative
I6C,,Determinative
I6D,,Determinative
I7,Hqt|qrr|wHm-anx,Ideogram
I70,,Determinative
I70A,,Determinative
I70B,,Determinative
I70C,,Determinative
I70D,,Determinative
I71,mHn,Ideogram
I71A,,Determinative
I72,,Determinative
I73,,Determinative
I74,,Determinative
I75,,Determinative
I76,Hwt-Hr,Ideogram
I77,nn-rx|nTrt,Ideogram
I78,nn-rx,Ideogram
I78A,,Determinative
I79,nn-rx|rnn-wtt,Ideogram
I79A,,Determinative
I8,Hfn,Ideogram
I80,r|s,Phonetic
I80A,r|s,Phonetic
I81,rn,Phonetic
I82,,Determinative
I83,,Determinative
I84,,Determinative
I85,,Determinative
I86,,Determinative
I86A,,Determinative
I86B,,Determinative
I86C,,Determinative
I86D,,Determinative
I86E,,Determinative
I86F,,Determinative
I86G,aApp,Ideogram
I86h,,Determinative
I87,,Determinative
I88,pXr-Hr,Ideogram
I89,,Determinative
I8A,,Determinative
I9,f|it,Phonetic
I90,,Determinative
I91,,Determinative
I92,ra,Phonetic
I93,,Determinative
I93A,,Determinative
I94,,Determinative
I95,,Determinative
I96,inD,Ideogram
I96VARA,,Determinative
I97,,Determinative
I98,,Determinative
I99,,Determinative
I9A,sA-tA,Ideogram
I9B,f|sA-tA,Phonetic
I9C,f|sA-tA,Phonetic
K1,in,Phonetic
K10,,Determinative
K11,,Determinative
K12,,Determinative
K13,nar,Ideogram
K14,bs,Phonetic
K15,,Determinative
K16,,Determinative
K17,HAt-mHyt,Ideogram
K18,bs,Phonetic
K18A,bs,Phonetic
K18B,bs,Phonetic
K19,,Determinative
K2,bw,Phonetic
K20,,Determinative
K21,,Determinative
K22,,Determinative
K23,Spt,Ideogram
K23A,,Determinative
K24,nar|Spt,Ideogram
K25,,Determinative
K26,,Determinative
K27,,Determinative
K27A,,Determinative
K3,ad|aD|adw,Phonetic
K4,XA,Phonetic
K4A,XAt,Ideogram
K4B,,Determinative
K5,bs|bz|rmw,Phonetic
K6,nSmt,Ideogram
K6A,,Determinative
K7,Spt,Ideogram
K8,,Determinative
K9,,Determinative
L1,xpr,Ideogram
L10,,Determinative
L11,ap|apy|anx|pri,Phonetic
L12,pri,Ideogram
L12A,,Determinative
L13,,Determinative
L14,,Determinative
L15,sAb-Swt-pr-m-Axt,Ideogram
L16,,Determinative
L17,,Determinative
L18,,Determinative
L19,srqt,Ideogram
L2,bit|kAt,Ideogram
L20,srqt-Htyt,Ideogram
L21,,Determinative
L22,,Determinative
L22A,,Determinative
L23,,Determinative
L24,,Determinative
L25,,Determinative
L26,,Determinative
L27,,Determinative
L28,,Determinative
L29,,Determinative
L3,aff,Ideogram
L30,,Determinative
L31,,Determinative
L32,,Determinative
L33,,Determinative
L34,,Determinative
L35,,Determinative
L3A,,Determinative
L4,snHm|r,Phonetic
L5,spA,Ideogram
L6,xA,Phonetic
L7,srqt,Ideogram
L8,,Determinative
L9,,Determinative
M1,iAm|im|imA|nbs|nht,Phonetic
M10,nHbt,Ideogram
M100,,Determinative
M100A,,Determinative
M101,,Determinative
M102,,Determinative
M103,,Determinative
M104,,Determinative
M105,,Determinative
M106,,Determinative
M106A,,Determinative
M107,,Determinative
M108,,Determinative
M109,,Determinative
M11,wdn,Ideogram
M110,,Determinative
M111,x|xA|srpt,Phonetic
M111A,xA,Phonetic
M111B,,Determinative
M112,,Determinative
M113,,Determinative
M114,,Determinative
M115,,Determinative
M116,Hs,Phonetic
M117,wADt,Ideogram
M118,,Determinative
M119,,Determinative
M11A,wdn,Ideogram
M11B,,Determinative
M11C,,Determinative
M11D,,Determinative
M12,xA,Phonetic
M120,rwD,Ideogram
M121,,Determinative
M122,Ax-bit|wAD,Ideogram
M123,,Determinative
M124,,Determinative
M125,,Determinative
M126,,Determinative
M127,Sma,Ideogram
M128,,Determinative
M129,,Determinative
M12A,,Determinative
M12B,,Determinative
M13,wAD,Ideogram
M130,,Determinative
M131,,Determinative
M131A,,Determinative
M132,,Determinative
M133,,Determinative
M134,,Determinative
M135,,Determinative
M136,,Determinative
M137,,Determinative
M138,,Determinative
M138A,,Determinative
M138B,,Determinative
M139,,Determinative
M139A,,Determinative
M139B,tA-mHw,Ideogram
M139C,,Determinative
M13A,,Determinative
M13B,,Determinative
M14,wAD,Ideogram
M140,,Determinative
M140A,,Determinative
M140B,tA-Sma,Ideogram
M141,,Determinative
M142,,Determinative
M143,,Determinative
M144,,Determinative
M145,,Determinative
M146,,Determinative
M147,,Determinative
M148,,Determinative
M149,aAb|aAbt,Ideogram
M14A,,Determinative
M15,Ax|Dyt|mHw|wAx,Phonetic
M150,,Determinative
M151,,Determinative
M152,rx-nsw|sm,Phonetic
M153,,Determinative
M154,,Determinative
M155,,Determinative
M156,,Determinative
M157,,Determinative
M158,,Determinative
M159,Sma,Ideogram
M15A,,Determinative
M15B,,Determinative
M15C,,Determinative
M16,HA|mHw,Phonetic
M160,,Determinative
M161,,Determinative
M162,,Determinative
M163,,Determinative
M164,,Determinative
M165,,Determinative
M165A,,Determinative
M166,,Determinative
M167,,Determinative
M168,,Determinative
M169,,Determinative
M16A,,Determinative
M16B,,Determinative
M17,i,Phonetic
M170,,Determinative
M171,mar,Ideogram
M171A,,Determinative
M172,,Determinative
M173,,Determinative
M174,,Determinative
M174A,,Determinative
M175,,Determinative
M176,,Determinative
M177A,Dr,Phonetic
M178,,Determinative
M179,,Determinative
M17A,,Determinative
M18,ii,Phonetic
M180,,Determinative
M181,,Determinative
M182,,Determinative
M183,,Determinative
M184,,Determinative
M185,is,Phonetic
M185A,,Determinative
M186,,Determinative
M187,,Determinative
M188,,Determinative
M189,,Determinative
M19,aAbt,Ideogram
M190,,Determinative
M191,,Determinative
M192,,Determinative
M193,,Determinative
M194,,Determinative
M195,,Determinative
M196,,Determinative
M197,,Determinative
M198,wn-nfr|nxb,Ideogram
M199,,Determinative
M1A,,Determinative
M1B,im|m,Phonetic
M1C,,Determinative
M1D,,Determinative
M1E,,Determinative
M2,Hn|Hrrt|i|is,Phonetic
M20,sm|sxt,Phonetic
M200,,Determinative
M201,,Determinative
M202,,Determinative
M203,,Determinative
M204,,Determinative
M205,,Determinative
M206,,Determinative
M207,,Determinative
M208,,Determinative
M209,,Determinative
M20A,,Determinative
M20B,,Determinative
M21,sm,Phonetic
M210,,Determinative
M211,,Determinative
M212,,Determinative
M213,,Determinative
M214,,Determinative
M215,,Determinative
M216,,Determinative
M217,,Determinative
M218,,Determinative
M219,,Determinative
M22,n|nxb|nxbt,Phonetic
M220,,Determinative
M221,,Determinative
M222,,Determinative
M223,imy-wt,Ideogram
M224,,Determinative
M224A,,Determinative
M225,,Determinative
M226,,Determinative
M227,,Determinative
M228,,Determinative
M228A,,Determinative
M229,,Determinative
M22A,,Determinative
M22B,,Determinative
M23,sw,Phonetic
M230,,Determinative
M231,,Determinative
M232,,Determinative
M233,,Determinative
M234,,Determinative
M235,wn-nfr,Ideogram
M236,,Determinative
M237,,Determinative
M238,,Determinative
M239,,Determinative
M23A,,Determinative
M24,rs|rsi|rsw,Phonetic
M240,,Determinative
M240A,,Determinative
M241,,Determinative
M241A,,Determinative
M242,,Determinative
M243,,Determinative
M244,,Determinative
M245,,Determinative
M246,,Determinative
M247,,Determinative
M24A,,Determinative
M25,rs|rsi|rsw,Phonetic
M26,Sma,Ideogram
M26A,,Determinative
M27,Sma,Ideogram
M28,mD-Sma,Ideogram
M29,nDm,Ideogram
M2A,,Determinative
M2B,,Determinative
M3,Da|xt,Phonetic
M30,bnr,Ideogram
M31,rd,Phonetic
M31A,rd,Phonetic
M31B,,Determinative
M31C,,Determinative
M32,rd,Phonetic
M32A,,Determinative
M33,it,Phonetic
M33A,,Determinative
M33B,,Determinative
M34,bdt|bti,Ideogram
M34A,,Determinative
M35,aHaw,Ideogram
M36,Dr,Phonetic
M36A,Dr,Phonetic
M36B,,Determinative
M37,Dr,Phonetic
M37A,,Determinative
M37B,,Determinative
M37C,,Determinative
M38,dmA|mHa,Ideogram
M38A,,Determinative
M38B,,Determinative
M39,rnpt,Ideogram
M39A,,Determinative
M39B,,Determinative
M39C,,Determinative
M39D,,Determinative
M3A,,Determinative
M3B,xt,Phonetic
M3C,,Determinative
M3D,,Determinative
M3E,,Determinative
M3F,,Determinative
M3G,,Determinative
M4,rnp|rnpt|tr,Phonetic
M40,is|iz,Phonetic
M40A,,Determinative
M40B,,Determinative
M40C,,Determinative
M41,wan,Ideogram
M42,wn|wnm,Phonetic
M43,irp|spd,Ideogram
M43A,,Determinative
M43B,,Determinative
M43VARA,,Determinative
M44,spd|srt,Ideogram
M46,,Determinative
M46A,,Determinative
M46B,,Determinative
M47,,Determinative
M48,,Determinative
M4A,,Determinative
M4B,,Determinative
M5,ti|tr,Phonetic
M50,,Determinative
M50A,,Determinative
M51,,Determinative
M52,,Determinative
M53,,Determinative
M54,,Determinative
M54A,,Determinative
M55,,Determinative
M56,,Determinative
M57,,Determinative
M58,,Determinative
M58A,,Determinative
M59,,Determinative
M5A,,Determinative
M5B,,Determinative
M6,ri|ti|tr,Phonetic
M60,,Determinative
M61,,Determinative
M62,,Determinative
M64,tr,Phonetic
M64A,,Determinative
M65,,Determinative
M66,,Determinative
M67,,Determinative
M68,,Determinative
M69,Axt|SA,Phonetic
M69A,,Determinative
M7,rnp|rnpi,Ideogram
M70,,Determinative
M71,nxb,Ideogram
M71A,,Determinative
M72,,Determinative
M72A,,Determinative
M73,nHbt,Ideogram
M74,,Determinative
M75,,Determinative
M76,,Determinative
M76A,wn-nfr|nxb,Ideogram
M77,sSn,Ideogram
M77A,,Determinative
M77B,,Determinative
M78,,Determinative
M79,,Determinative
M7A,rnp,Ideogram
M7B,,Determinative
M8,Axt|SA,Phonetic
M80,,Determinative
M81,,Determinative
M82,,Determinative
M83,,Determinative
M84,,Determinative
M85,,Determinative
M86,imy|wn|Hrrt,Phonetic
M86A,,Determinative
M86B,imy|wn|Hrrt,Phonetic
M86C,,Determinative
M87,,Determinative
M88,,Determinative
M89,,Determinative
M8A,,Determinative
M8B,,Determinative
M8C,,Determinative
M8D,,Determinative
M8E,,Determinative
M8F,,Determinative
M8G,,Determinative
M8I,,Determinative
M8J,,Determinative
M8K,,Determinative
M8L,,Determinative
M8h,,Determinative
M9,sSn|zSn,Ideogram
M90,,Determinative
M90A,,Determinative
M91,,Determinative
M92,,Determinative
M93,,Determinative
M94,ms,Phonetic
M95,,Determinative
M96,,Determinative
M97,,Determinative
M98,,Determinative
M98A,,Determinative
M98B,,Determinative
M98C,,Determinative
M99,,Determinative
M9A,,Determinative
M9B,,Determinative
N1,Hr|pt,Phonetic
N10,psD|pzD,Ideogram
N100,,Determinative
N101,,Determinative
N102,imn|n,Phonetic
N102A,,Determinative
N102B,,Determinative
N103,,Determinative
N103A,,Determinative
N104,Hm,Phonetic
N104A,,Determinative
N104B,,Determinative
N105,,Determinative
N106,,Determinative
N107,,Determinative
N108,Xnw,Ideogram
N109,,Determinative
N10A,,Determinative
N11,Abd|iaH|Ssp,Ideogram
N110,,Determinative
N111,,Determinative
N112,Atf-xnty,Ideogram
N113,,Determinative
N113A,,Determinative
N113B,nart-pHt,Ideogram
N113C,Atf-pH,Ideogram
N114,,Determinative
N114A,,Determinative
N115,,Determinative
N116,,Determinative
N117,,Determinative
N118,Atft,Ideogram
N118A,,Determinative
N119,xnty-iAbt,Ideogram
N12,iaH,Ideogram
N120,tA-sty,Ideogram
N121,,Determinative
N122,,Determinative
N123,,Determinative
N124,,Determinative
N124A,,Determinative
N125,,Determinative
N126,,Determinative
N127,,Determinative
N128,,Determinative
N129,,Determinative
N13,smdt,Ideogram
N130,,Determinative
N131,,Determinative
N132,,Determinative
N132A,apy|wbn|mAwt|nsw-bity,Ideogram
N132B,,Determinative
N133,apy|wbn|mAwt|nsw-bity,Ideogram
N133A,,Determinative
N133B,,Determinative
N134,,Determinative
N135,,Determinative
N136,,Determinative
N137,,Determinative
N138,,Determinative
N139,,Determinative
N14,dwA|sbA|wnwt,Ideogram
N140,,Determinative
N141,,Determinative
N142,,Determinative
N143,,Determinative
N144,,Determinative
N144A,,Determinative
N15,dAt|dwAt,Ideogram
N16,Dt|tA,Phonetic
N16A,tA,Phonetic
N16B,,Determinative
N16C,,Determinative
N16D,tA,Phonetic
N17,Dt|tA,Phonetic
N18,axt|dAiw|iw,Phonetic
N18A,THn,Ideogram
N19,Axty,Ideogram
N2,grH|kkw,Ideogram
N20,idb|wDb,Ideogram
N200,Hmt,Ideogram
N21,idb|wDb,Ideogram
N21A,,Determinative
N21B,,Determinative
N22,idb|sxt|wDb,Ideogram
N23,tA,Phonetic
N24,Hsp|spAt|tA-wr,Ideogram
N24A,Xnw|spAt,Ideogram
N24B,,Determinative
N24C,,Determinative
N24D,,Determinative
N24E,,Determinative
N24F,,Determinative
N24G,,Determinative
N24h,,Determinative
N25,xAst,Ideogram
N26,Dw,Phonetic
N27,Axt,Ideogram
N27A,,Determinative
N28,xa,Phonetic
N28A,,Determinative
N28B,,Determinative
N28C,,Determinative
N28D,,Determinative
N29,q|qAA,Phonetic
N3,grH|kkw,Ideogram
N30,iAt,Ideogram
N30A,,Determinative
N31,Hr|mTn|wa|wAt,Phonetic
N31A,,Determinative
N31B,,Determinative
N31C,,Determinative
N31D,,Determinative
N31E,,Determinative
N31F,,Determinative
N31G,,Determinative
N31I,,Determinative
N31h,,Determinative
N32,sin|sinw,Ideogram
N33,msdmt|nbw|Sai,Ideogram
N33A,3|msdmt|nbw|Sai,Phonetic
N33AV,,Determinative
N34,biA|Hmt,Ideogram
N34A,,Determinative
N35,n|nt,Phonetic
N35A,mw,Phonetic
N35B,,Determinative
N35C,,Determinative
N36,mi|mr,Phonetic
N36A,,Determinative
N36B,,Determinative
N36C,,Determinative
N36D,,Determinative
N36E,,Determinative
N37,S|sn,Phonetic
N37A,,Determinative
N38,S|sn,Phonetic
N39,S|sn,Phonetic
N3A,,Determinative
N3B,,Determinative
N3C,,Determinative
N4,iAdt|idt|Snyt,Ideogram
N40,Sm,Phonetic
N40A,,Determinative
N41,biA|Hm|id|idt,Phonetic
N42,Hm,Phonetic
N44,qrrt,Ideogram
N45,nwn,Ideogram
N46,,Determinative
N46A,grH,Ideogram
N46B,,Determinative
N47,,Determinative
N48,,Determinative
N49,,Determinative
N4A,,Determinative
N4B,,Determinative
N4C,,Determinative
N4D,,Determinative
N4E,,Determinative
N4F,,Determinative
N4G,,Determinative
N4h,,Determinative
N5,hrw|ra|sw|wnwt|zw,Phonetic
N50,,Determinative
N51,,Determinative
N51A,,Determinative
N52,,Determinative
N53,,Determinative
N53A,,Determinative
N54,,Determinative
N55,wpS|Xnw,Ideogram
N55A,,Determinative
N55B,,Determinative
N56,,Determinative
N57,,Determinative
N58,ap|apy,Phonetic
N58A,,Determinative
N58B,,Determinative
N58C,,Determinative
N59,bHdty|pri|pr,Phonetic
N59A,,Determinative
N6,ra,Phonetic
N60,bHdty,Ideogram
N60A,,Determinative
N60B,,Determinative
N61,,Determinative
N62,iaH,Ideogram
N62A,iaH,Ideogram
N62B,,Determinative
N63,,Determinative
N64,,Determinative
N65,,Determinative
N66,,Determinative
N67,,Determinative
N67A,,Determinative
N67B,,Determinative
N68,,Determinative
N69,,Determinative
N6A,,Determinative
N6B,apy|nsw-bity,Ideogram
N6C,,Determinative
N6D,,Determinative
N6E,,Determinative
N7,Xrt-hrw,Ideogram
N70,,Determinative
N70A,,Determinative
N71,,Determinative
N72,,Determinative
N73,mtr,Ideogram
N73A,,Determinative
N74,anDty,Ideogram
N75,nart-xntyt,Ideogram
N76,HA,Phonetic
N76A,,Determinative
N77,,Determinative
N78,,Determinative
N79,,Determinative
N8,Axw|Hnmmt|psD,Ideogram
N80,,Determinative
N81,,Determinative
N82,,Determinative
N83,,Determinative
N84,,Determinative
N85,Dw-qd,Ideogram
N86,,Determinative
N87,,Determinative
N88,,Determinative
N89,Sn,Phonetic
N8A,,Determinative
N8B,,Determinative
N8C,,Determinative
N8D,,Determinative
N9,psD|pzD,Ideogram
N90,,Determinative
N91,,Determinative
N92,nHH,Ideogram
N93,,Determinative
N94,,Determinative
N95,xbt,Ideogram
N96,,Determinative
N97,iAt-dit,Ideogram
N97A,,Determinative
N97B,,Determinative
N97C,,Determinative
N98,,Determinative
N99,,Determinative
N9A,,Determinative
NL1,,Determinative
NL10,,Determinative
NL11,,Determinative
NL12,,Determinative
NL13,,Determinative
NL14,,Determinative
NL15,,Determinative
NL16,,Determinative
NL17,,Determinative
NL17A,,Determinative
NL18,,Determinative
NL19,,Determinative
NL2,,Determinative
NL20,,Determinative
NL3,,Determinative
NL4,,Determinative
NL5,,Determinative
NL5A,,Determinative
NL6,,Determinative
NL7,,Determinative
NL8,,Determinative
NL9,,Determinative
NU1,,Determinative
NU10,,Determinative
NU10A,,Determinative
NU11,,Determinative
NU11A,,Determinative
NU12,,Determinative
NU13,,Determinative
NU14,,Determinative
NU15,,Determinative
NU16,,Determinative
NU17,,Determinative
NU18,,Determinative
NU18A,,Determinative
NU19,,Determinative
NU2,,Determinative
NU20,,Determinative
NU21,,Determinative
NU22,,Determinative
NU22A,,Determinative
NU3,,Determinative
NU4,,Determinative
NU5,,Determinative
NU6,,Determinative
NU7,,Determinative
NU8,,Determinative
NU9,,Determinative
O,,Determinative
O1,p|pr,Phonetic
O10,Hwt-Hr,Ideogram
O100,,Determinative
O101,,Determinative
O102,,Determinative
O103,,Determinative
O104,,Determinative
O105,,Determinative
O106,,Determinative
O106A,,Determinative
O106B,,Determinative
O107,,Determinative
O107A,,Determinative
O108,,Determinative
O109,,Determinative
O10A,,Determinative
O11,aH,Phonetic
O110,,Determinative
O111,,Determinative
O111A,,Determinative
O112,,Determinative
O112A,,Determinative
O113,,Determinative
O114,,Determinative
O115,,Determinative
O116,,Determinative
O117,,Determinative
O118,,Determinative
O119,,Determinative
O11A,,Determinative
O12,aH,Phonetic
O120,,Determinative
O121,inb-HD|inbw-HD,Ideogram
O121A,inb-HD|inbw-HD,Ideogram
O121B,,Determinative
O122,,Determinative
O122A,,Determinative
O122B,,Determinative
O123,Xnw,Ideogram
O124,nTry,Ideogram
O124A,nTry,Ideogram
O124B,nTry,Ideogram
O124C,,Determinative
O125,,Determinative
O126,,Determinative
O127,,Determinative
O128,,Determinative
O129,,Determinative
O129A,,Determinative
O13,sbxt,Ideogram
O130,,Determinative
O130A,,Determinative
O131,,Determinative
O131A,,Determinative
O132,,Determinative
O133,,Determinative
O134,,Determinative
O135,,Determinative
O136,,Determinative
O137,bxn,Ideogram
O138,,Determinative
O139,,Determinative
O13A,,Determinative
O13B,,Determinative
O13C,,Determinative
O13D,,Determinative
O14,sbxt,Ideogram
O140,bxn,Ideogram
O141,rwt-tn,Ideogram
O142,,Determinative
O143,,Determinative
O144,,Determinative
O145,,Determinative
O145A,,Determinative
O145B,,Determinative
O146,,Determinative
O147,,Determinative
O148,,Determinative
O149,,Determinative
O14A,,Determinative
O14B,,Determinative
O14C,,Determinative
O15,wsxt,Ideogram
O150,,Determinative
O151,,Determinative
O152,,Determinative
O153,,Determinative
O153A,,Determinative
O153B,,Determinative
O153C,,Determinative
O154,,Determinative
O155,,Determinative
O156,sHn,Ideogram
O157,,Determinative
O158,,Determinative
O159,,Determinative
O16,tA|tAyt,Phonetic
O160,STyt,Ideogram
O160A,,Determinative
O161,,Determinative
O161A,,Determinative
O162,,Determinative
O163,,Determinative
O164,,Determinative
O164A,,Determinative
O165,,Determinative
O166,,Determinative
O167,,Determinative
O167A,,Determinative
O167B,,Determinative
O168,,Determinative
O169,,Determinative
O169A,,Determinative
O16A,,Determinative
O16B,,Determinative
O16C,,Determinative
O17,tA|tAyt,Phonetic
O170,,Determinative
O171,,Determinative
O172,arqwr,Ideogram
O173,,Determinative
O174,,Determinative
O175,sH-nTr,Ideogram
O175A,sH-nTr,Ideogram
O175B,sH-nTr,Ideogram
O176,,Determinative
O177,,Determinative
O178,rpwt,Ideogram
O179,,Determinative
O18,kAr,Ideogram
O180,,Determinative
O181,,Determinative
O181A,,Determinative
O182,,Determinative
O183,,Determinative
O184,,Determinative
O185,HAyt,Ideogram
O186,,Determinative
O187,,Determinative
O188,,Determinative
O189,,Determinative
O189A,,Determinative
O18A,,Determinative
O18B,,Determinative
O18C,,Determinative
O18D,,Determinative
O18E,,Determinative
O19,itrt|pr-wr,Ideogram
O190,,Determinative
O191,,Determinative
O191A,,Determinative
O192,,Determinative
O193,,Determinative
O194,,Determinative
O195,,Determinative
O195A,,Determinative
O196,itrt,Ideogram
O196A,itrt,Ideogram
O197,,Determinative
O198,,Determinative
O199,,Determinative
O19A,,Determinative
O19B,,Determinative
O19C,,Determinative
O1B,,Determinative
O1VARA,pr,Phonetic
O2,pr-HD,Ideogram
O20,itrt|pr-nw|pr-nw,Ideogram
O200,,Determinative
O201,,Determinative
O202,,Determinative
O203,,Determinative
O204,,Determinative
O205,,Determinative
O206,,Determinative
O207,,Determinative
O208,,Determinative
O209,,Determinative
O20A,,Determinative
O20B,,Determinative
O21,sH|zH|pr-wr,Phonetic
O210,,Determinative
O210A,wxA,Ideogram
O211,,Determinative
O211A,,Determinative
O212,,Determinative
O213,,Determinative
O214,Sna,Ideogram
O215,Hwt-Hr,Ideogram
O216,,Determinative
O216A,,Determinative
O216B,,Determinative
O217,,Determinative
O217A,,Determinative
O218,,Determinative
O219,,Determinative
O21A,,Determinative
O21B,,Determinative
O21C,,Determinative
O21D,,Determinative
O22,HAb|sH|zH|arq,Phonetic
O220,,Determinative
O221,,Determinative
O221A,,Determinative
O222,,Determinative
O223,,Determinative
O223A,,Determinative
O224,,Determinative
O225,,Determinative
O226,,Determinative
O227,,Determinative
O228,,Determinative
O229,,Determinative
O229A,,Determinative
O22A,,Determinative
O22B,arq,Ideogram
O22C,,Determinative
O22D,,Determinative
O23,Hb-sd,Ideogram
O230,,Determinative
O231,,Determinative
O232,,Determinative
O233,,Determinative
O233A,,Determinative
O234,,Determinative
O235,,Determinative
O236,,Determinative
O237,,Determinative
O238,,Determinative
O239,Sns,Ideogram
O23A,,Determinative
O23B,,Determinative
O23C,,Determinative
O23D,,Determinative
O23E,,Determinative
O23F,,Determinative
O23G,,Determinative
O23I,,Determinative
O23J,,Determinative
O23K,,Determinative
O23L,,Determinative
O23M,,Determinative
O23N,,Determinative
O23O,,Determinative
O23P,,Determinative
O23Q,,Determinative
O23R,,Determinative
O23S,,Determinative
O23T,,Determinative
O23h,,Determinative
O24,mr|mHr,Phonetic
O240,,Determinative
O241,,Determinative
O242,,Determinative
O243,,Determinative
O245,,Determinative
O246,,Determinative
O247,,Determinative
O247A,,Determinative
O247B,,Determinative
O248,,Determinative
O249,,Determinative
O24A,,Determinative
O25,txn|mn,Phonetic
O250,,Determinative
O251,,Determinative
O252,,Determinative
O253,,Determinative
O254,,Determinative
O255,,Determinative
O256,,Determinative
O257,,Determinative
O257A,,Determinative
O258,,Determinative
O259,,Determinative
O26,aHaw|wD,Phonetic
O260,,Determinative
O260A,,Determinative
O260B,,Determinative
O261,,Determinative
O261A,,Determinative
O262,,Determinative
O263,,Determinative
O264,,Determinative
O265,,Determinative
O266,,Determinative
O267,,Determinative
O268,,Determinative
O268A,,Determinative
O269,,Determinative
O26A,,Determinative
O27,xA,Phonetic
O270,,Determinative
O271,,Determinative
O272,,Determinative
O273,,Determinative
O274,,Determinative
O275,,Determinative
O275A,,Determinative
O275B,iwnw,Ideogram
O276,,Determinative
O277,,Determinative
O278,,Determinative
O279,,Determinative
O28,iwn,Ideogram
O280,,Determinative
O281,,Determinative
O282,,Determinative
O283,,Determinative
O284,,Determinative
O285,,Determinative
O285A,,Determinative
O285B,,Determinative
O285C,,Determinative
O286,,Determinative
O287,,Determinative
O288,,Determinative
O289,,Determinative
O28A,,Determinative
O28B,,Determinative
O29,a|aA,Phonetic
O290,,Determinative
O291,,Determinative
O292,,Determinative
O293,,Determinative
O294,,Determinative
O295,,Determinative
O296,,Determinative
O297,pri,Ideogram
O297A,,Determinative
O298,,Determinative
O299,,Determinative
O29v,aA,Phonetic
O2A,,Determinative
O3,prt-xrw,Ideogram
O30,sxnt|zxnt,Ideogram
O300,,Determinative
O301,,Determinative
O302,,Determinative
O303,,Determinative
O304,,Determinative
O305,,Determinative
O306,,Determinative
O307,,Determinative
O308,,Determinative
O308A,,Determinative
O309,,Determinative
O30U,,Determinative
O31,aA|wn,Phonetic
O310,,Determinative
O311,,Determinative
O312,,Determinative
O313,,Determinative
O314,HD,Phonetic
O315,,Determinative
O316,,Determinative
O317,,Determinative
O318,,Determinative
O319,,Determinative
O32,sbA,Ideogram
O320,,Determinative
O320A,,Determinative
O321,,Determinative
O323,,Determinative
O324,HD,Phonetic
O325,,Determinative
O326,,Determinative
O327,,Determinative
O328,,Determinative
O329,,Determinative
O329A,,Determinative
O329B,,Determinative
O32A,,Determinative
O32B,,Determinative
O32C,,Determinative
O32D,,Determinative
O33,srx,Ideogram
O330,pr-ms,Ideogram
O331,,Determinative
O332,,Determinative
O333,,Determinative
O334,,Determinative
O335,,Determinative
O336,,Determinative
O337,,Determinative
O338,,Determinative
O339,,Determinative
O33A,srx,Ideogram
O33B,,Determinative
O33C,,Determinative
O34,s|z,Phonetic
O340,,Determinative
O341,,Determinative
O342,,Determinative
O343,,Determinative
O344,,Determinative
O345,,Determinative
O346,,Determinative
O347,,Determinative
O348,,Determinative
O349,,Determinative
O35,is|iz|sb|zb,Phonetic
O350,,Determinative
O351,,Determinative
O352,,Determinative
O353,,Determinative
O354,,Determinative
O355,,Determinative
O35A,,Determinative
O36,inb,Ideogram
O36A,,Determinative
O36B,,Determinative
O36C,,Determinative
O36D,inb,Ideogram
O36E,,Determinative
O36h,,Determinative
O37,gsA|sXnn|whn,Ideogram
O37A,,Determinative
O38,arrt|qnbt|tm,Phonetic
O38A,,Determinative
O38B,,Determinative
O39,inr,Ideogram
O3A,,Determinative
O4,h,Phonetic
O40,rwd,Ideogram
O40A,,Determinative
O41,iar,Ideogram
O42,Ssp|Szp,Ideogram
O42A,,Determinative
O42B,,Determinative
O42C,,Determinative
O42D,,Determinative
O42E,,Determinative
O42F,,Determinative
O42G,,Determinative
O42I,,Determinative
O42J,,Determinative
O42K,,Determinative
O42L,,Determinative
O42h,,Determinative
O43,Ssp|Szp,Ideogram
O43A,AHt,Ideogram
O43B,,Determinative
O44,iAt,Ideogram
O44A,,Determinative
O44B,,Determinative
O44C,,Determinative
O45,ipAt|ipt,Ideogram
O46,ipAt|ipt,Ideogram
O46B,,Determinative
O47,nxn,Ideogram
O48,nxn,Ideogram
O48A,,Determinative
O48B,,Determinative
O49,niwt,Ideogram
