normalized,original,source,word_length,is_compound,morpheme_count
a,ꜥ,bbaw,1,False,1
b,b,bbaw,1,False,1
d,d,bbaw,1,False,1
f,f,bbaw,1,False,1
g,g,bbaw,1,False,1
h,ḥ,bbaw,1,False,1
i,I,bbaw,1,False,1
j,j,bbaw,1,False,1
k,k,bbaw,1,False,1
m,m,bbaw,1,False,1
n,n,bbaw,1,False,1
p,p,bbaw,1,False,1
q,Q,bbaw,1,False,1
r,r,bbaw,1,False,1
s,s,bbaw,1,False,1
t,tʾ,bbaw,1,False,1
w,w,bbaw,1,False,1
x,ḫ,bbaw,1,False,1
y,y,bbaw,1,False,1
z,z,bbaw,1,False,1
aa,ꜥꜣ,bbaw,2,False,1
ab,ꜥb,bbaw,2,False,1
ad,ꜣd,bbaw,2,False,1
af,ꜣf,bbaw,2,False,1
ag,ꜣg,bbaw,2,False,1
ah,ꜥḥ,bbaw,2,False,1
aj,ꜥj,bbaw,2,False,1
ak,ꜥk,bbaw,2,False,1
am,ꜣm𓊇,bbaw,2,False,1
an,ꜥn,bbaw,2,False,1
ap,ꜣp,bbaw,2,False,1
aq,ꜥq,bbaw,2,False,1
ar,ꜥr,bbaw,2,False,1
as,ꜣs,bbaw,2,False,1
at,ꜣt,bbaw,2,False,1
aw,ꜣw,bbaw,2,False,1
ax,ꜣḫ,bbaw,2,False,1
ay,ꜥy,bbaw,2,False,1
az,ꜣz,bbaw,2,False,1
ba,bꜣ,bbaw,2,False,1
bb,Bb,bbaw,2,False,1
bd,bd,bbaw,2,False,1
bf,bf,bbaw,2,False,1
bg,bg,bbaw,2,False,1
bh,bḥ,bbaw,2,False,1
bj,bj,bbaw,2,False,1
bl,bl,bbaw,2,False,1
bn,bn,bbaw,2,False,1
bq,bq,bbaw,2,False,1
br,br,bbaw,2,False,1
bs,bs,bbaw,2,False,1
bt,bt,bbaw,2,False,1
bw,bw,bbaw,2,False,1
bz,bz,bbaw,2,False,1
da,ḏꜥ,bbaw,2,False,1
db,db,bbaw,2,False,1
dd,ḏd,bbaw,2,False,1
df,ḏf,bbaw,2,False,1
dg,dg,bbaw,2,False,1
dh,dḥ,bbaw,2,False,1
di,ḏi,bbaw,2,False,1
dj,dj,bbaw,2,False,1
dk,dk,bbaw,2,False,1
dm,dm,bbaw,2,False,1
dn,dn,bbaw,2,False,1
dp,dp,bbaw,2,False,1
dq,dq,bbaw,2,False,1
dr,ḏr,bbaw,2,False,1
ds,ḏs,bbaw,2,False,1
dt,ḏt,bbaw,2,False,1
du,du,bbaw,2,False,1
dw,ḏw,bbaw,2,False,1
dx,dḫ,bbaw,2,False,1
dy,dy,bbaw,2,False,1
dz,ḏz,bbaw,2,False,1
fa,fꜥ,bbaw,2,False,1
fd,fd,bbaw,2,False,1
ff,ff,bbaw,2,False,1
fi,fꞽ,tla,2,False,1
fj,fj,bbaw,2,False,1
fk,fk,bbaw,2,False,1
fn,fn,bbaw,2,False,1
fq,fq,bbaw,2,False,1
fr,fr,bbaw,2,False,1
fs,fs,bbaw,2,False,1
ft,ft,bbaw,2,False,1
fw,fw,bbaw,2,False,1
fx,fḫ,bbaw,2,False,1
fy,fy,bbaw,2,False,1
ga,gꜣ,bbaw,2,False,1
gb,Gb,bbaw,2,False,1
gh,gḥ,bbaw,2,False,1
gm,gm,bbaw,2,False,1
gn,GN,bbaw,2,False,1
gp,gp,bbaw,2,False,1
gr,gr,bbaw,2,False,1
gs,gs,bbaw,2,False,1
gw,Gw,bbaw,2,False,1
gy,gy,bbaw,2,False,1
gz,gz,bbaw,2,False,1
ha,ḥꜣ,bbaw,2,False,1
hb,hb,bbaw,2,False,1
hd,ḥḏ,bbaw,2,False,1
hf,ḥf,bbaw,2,False,1
hh,hh,bbaw,2,False,1
hi,hi,bbaw,2,False,1
hj,hj,bbaw,2,False,1
hk,ḥk,bbaw,2,False,1
hm,ḥm,bbaw,2,False,1
hn,ḥn,bbaw,2,False,1
hp,hp,bbaw,2,False,1
hq,ḥq,bbaw,2,False,1
hr,ḥr,bbaw,2,False,1
hs,ḥs,bbaw,2,False,1
ht,Ḥt,bbaw,2,False,1
hw,ḥw,bbaw,2,False,1
hy,hy,bbaw,2,False,1
hz,ḥz,bbaw,2,False,1
ia,ꞽꜣ,tla,2,False,1
ib,ib,bbaw,2,False,1
id,ꞽd,tla,2,False,1
ih,ꞽh,tla,2,False,1
ii,Ii,bbaw,2,False,1
ik,ꞽk,tla,2,False,1
im,Im,bbaw,2,False,1
in,ꞽn,tla,2,False,1
ip,ip,bbaw,2,False,1
ir,ꞽr,tla,2,False,1
is,ꞽs,tla,2,False,1
it,I:tʾ,bbaw,2,False,1
iw,Iw,bbaw,2,False,1
ix,ꞽḫ,tla,2,False,1
iy,Iy,bbaw,2,False,1
iz,ꞽz,tla,2,False,1
ja,Jꜣ𓊇,bbaw,2,False,1
jb,jb,bbaw,2,False,1
jd,Jd,bbaw,2,False,1
jf,jf,bbaw,2,False,1
jh,jḥ,bbaw,2,False,1
ji,ji,bbaw,2,False,1
jj,jj,bbaw,2,False,1
jk,jk,bbaw,2,False,1
jm,j:m,bbaw,2,False,1
jn,jn,bbaw,2,False,1
jp,jp,bbaw,2,False,1
jq,Jq,bbaw,2,False,1
jr,jr,bbaw,2,False,1
js,Jš𓊇,bbaw,2,False,1
jt,jt,bbaw,2,False,1
jw,jw,bbaw,2,False,1
jx,jḫ,bbaw,2,False,1
jy,jy,bbaw,2,False,1
jz,jz,bbaw,2,False,1
ka,kꜣ,bbaw,2,False,1
kd,kd,bbaw,2,False,1
kf,kf,bbaw,2,False,1
kh,kh,bbaw,2,False,1
ki,kı,bbaw,2,False,1
kj,kj,bbaw,2,False,1
kk,kk,bbaw,2,False,1
km,km,bbaw,2,False,1
kn,kn,bbaw,2,False,1
kp,kp,bbaw,2,False,1
kr,Kr,bbaw,2,False,1
ks,Kš,bbaw,2,False,1
kt,kt,bbaw,2,False,1
kw,kw,bbaw,2,False,1
ky,ky,bbaw,2,False,1
kz,kz,bbaw,2,False,1
ma,mꜣ,bbaw,2,False,1
mb,mb,bbaw,2,False,1
md,mḏ,bbaw,2,False,1
mg,mg,bbaw,2,False,1
mh,mḥ,bbaw,2,False,1
mi,mi,bbaw,2,False,1
mj,mj,bbaw,2,False,1
mk,mk,bbaw,2,False,1
mm,mm,bbaw,2,False,1
mn,mn,bbaw,2,False,1
mr,mr,bbaw,2,False,1
ms,ms,bbaw,2,False,1
mt,mt,bbaw,2,False,1
mw,mw,bbaw,2,False,1
mx,mḫ,bbaw,2,False,1
my,my,bbaw,2,False,1
mz,mz,bbaw,2,False,1
na,nꜣ,bbaw,2,False,1
nb,nb,bbaw,2,False,1
nd,nḏ,bbaw,2,False,1
nf,nf,bbaw,2,False,1
ng,ng,bbaw,2,False,1
nh,nh,bbaw,2,False,1
ni,nꞽ,tla,2,False,1
nj,nj,bbaw,2,False,1
nk,nk,bbaw,2,False,1
nm,nm,bbaw,2,False,1
nn,nn,bbaw,2,False,1
np,np,bbaw,2,False,1
nr,nr,bbaw,2,False,1
ns,ns,bbaw,2,False,1
nt,nt,bbaw,2,False,1
nw,nw,bbaw,2,False,1
nx,nḫ,bbaw,2,False,1
ny,ny,bbaw,2,False,1
on,ON,bbaw,2,False,1
pa,pꜣ,bbaw,2,False,1
pd,pd,bbaw,2,False,1
pf,pf,bbaw,2,False,1
pg,pg,bbaw,2,False,1
ph,pḥ,bbaw,2,False,1
pi,Pi,bbaw,2,False,1
pj,Pj,bbaw,2,False,1
pl,pl,bbaw,2,False,1
pn,pn,bbaw,2,False,1
pp,pp,bbaw,2,False,1
pq,pq,bbaw,2,False,1
pr,pr,bbaw,2,False,1
ps,ps,bbaw,2,False,1
pt,pt,bbaw,2,False,1
pw,pw,bbaw,2,False,1
px,Pḫ,bbaw,2,False,1
py,py,bbaw,2,False,1
pz,pz,bbaw,2,False,1
qa,qꜣ,bbaw,2,False,1
qb,qb,bbaw,2,False,1
qd,qd,bbaw,2,False,1
qh,qḥ,bbaw,2,False,1
qi,qi,bbaw,2,False,1
qj,qj,bbaw,2,False,1
qk,qk,bbaw,2,False,1
qm,qm,bbaw,2,False,1
qn,qn,bbaw,2,False,1
qq,qq,bbaw,2,False,1
qr,qr,bbaw,2,False,1
qs,Qš,bbaw,2,False,1
qt,Qt,bbaw,2,False,1
qy,qy,bbaw,2,False,1
ra,Rꜥ,bbaw,2,False,1
rb,rb,bbaw,2,False,1
rd,rd,bbaw,2,False,1
rf,rf,bbaw,2,False,1
rh,rḥ,bbaw,2,False,1
rj,rj,bbaw,2,False,1
rk,Rk,bbaw,2,False,1
rm,rm,bbaw,2,False,1
rn,rn,bbaw,2,False,1
rp,rp,bbaw,2,False,1
rq,rq,bbaw,2,False,1
rr,rr,bbaw,2,False,1
rs,rs,bbaw,2,False,1
rt,rt,bbaw,2,False,1
rw,rw,bbaw,2,False,1
rx,rḫ,bbaw,2,False,1
ry,rʾyṱ,bbaw,2,False,1
rz,rz,bbaw,2,False,1
sa,sꜣ,bbaw,2,False,1
sb,šb,bbaw,2,False,1
sd,sd,bbaw,2,False,1
sf,sf,bbaw,2,False,1
sg,sg,bbaw,2,False,1
sh,sh,bbaw,2,False,1
si,si,bbaw,2,False,1
sj,sj,bbaw,2,False,1
sk,sk,bbaw,2,False,1
sm,sm,bbaw,2,False,1
sn,sn,bbaw,2,False,1
sp,sp,bbaw,2,False,1
sq,sq,bbaw,2,False,1
sr,sr,bbaw,2,False,1
ss,sš,bbaw,2,False,1
st,st,bbaw,2,False,1
sw,sw,bbaw,2,False,1
sx,sḫ,bbaw,2,False,1
sy,sy,bbaw,2,False,1
ta,tꜣ,bbaw,2,False,1
tb,ṯb,bbaw,2,False,1
tf,tf,bbaw,2,False,1
th,th,bbaw,2,False,1
ti,TI,bbaw,2,False,1
tj,tj,bbaw,2,False,1
tk,tk,bbaw,2,False,1
tm,tm,bbaw,2,False,1
tn,tn,bbaw,2,False,1
tp,tp,bbaw,2,False,1
tr,tr,bbaw,2,False,1
ts,ṯs,bbaw,2,False,1
tt,tt,bbaw,2,False,1
tw,tw,bbaw,2,False,1
tx,tḫ,bbaw,2,False,1
ty,ty,bbaw,2,False,1
tz,ṯz,bbaw,2,False,1
vb,Vb,bbaw,2,False,1
wa,wꜥ,bbaw,2,False,1
wd,wḏ,bbaw,2,False,1
wf,wf,bbaw,2,False,1
wg,wg,bbaw,2,False,1
wh,wṱḥ,bbaw,2,False,1
wi,wṱi,bbaw,2,False,1
wj,wj,bbaw,2,False,1
wm,wm,bbaw,2,False,1
wn,wn,bbaw,2,False,1
wp,wp,bbaw,2,False,1
wr,wr,bbaw,2,False,1
ws,wš,bbaw,2,False,1
wt,wt,bbaw,2,False,1
ww,ww,bbaw,2,False,1
wx,wḫ,bbaw,2,False,1
wy,wy,bbaw,2,False,1
xa,ḫꜣ,bbaw,2,False,1
xb,ḫb,bbaw,2,False,1
xd,ḫd,bbaw,2,False,1
xf,ḫfṱ,bbaw,2,False,1
xj,ḫj,bbaw,2,False,1
xm,ḫm,bbaw,2,False,1
xn,ẖn,bbaw,2,False,1
xp,ḫp,bbaw,2,False,1
xr,ḫr,bbaw,2,False,1
xs,ẖs,bbaw,2,False,1
xt,ẖt,bbaw,2,False,1
xw,ḫw,bbaw,2,False,1
xx,ḫḫ,bbaw,2,False,1
xy,ḫy,bbaw,2,False,1
xz,ẖz,bbaw,2,False,1
ya,yꜣ,bbaw,2,False,1
yh,yḥ,bbaw,2,False,1
ym,ym,bbaw,2,False,1
yt,yt,bbaw,2,False,1
yw,yw,bbaw,2,False,1
yy,Yy,bbaw,2,False,1
za,zꜣ,bbaw,2,False,1
zb,zb,bbaw,2,False,1
zf,zf,bbaw,2,False,1
zh,zḥ,bbaw,2,False,1
zi,zi,bbaw,2,False,1
zj,zj,bbaw,2,False,1
zk,zk,bbaw,2,False,1
zm,zm,bbaw,2,False,1
zn,zn,bbaw,2,False,1
zp,zp-2,bbaw,2,False,1
zr,zr,bbaw,2,False,1
zs,zš,bbaw,2,False,1
zt,zt,bbaw,2,False,1
zw,zw,bbaw,2,False,1
zx,zẖ,bbaw,2,False,1
zy,zy,bbaw,2,False,1
zz,zz,bbaw,2,False,1
aaa,ꜣꜥꜥ,bbaw,3,False,1
aab,ꜥꜣb,bbaw,3,False,1
aad,ꜥꜣḏ,bbaw,3,False,1
aaf,ꜣꜥf,bbaw,3,False,1
aag,ꜥꜣg,bbaw,3,False,1
aah,ꜥꜣh𓊇,bbaw,3,False,1
aai,ꜥꜣi,bbaw,3,False,1
aaj,ꜥꜥj,bbaw,3,False,1
aam,ꜥꜣm,bbaw,3,False,1
aap,ꜥꜣp,bbaw,3,False,1
aas,ꜥꜣš,bbaw,3,False,1
aat,ꜥꜣt,bbaw,3,False,1
aaw,ꜥꜥw,bbaw,3,False,1
aay,ꜥꜣy,bbaw,3,False,1
aba,ꜥbꜥ,bbaw,3,False,1
abb,ꜣbb,bbaw,3,False,1
abd,ꜣbd,bbaw,3,False,1
abh,Ꜥbḥ,bbaw,3,False,1
abi,ꜣbi,bbaw,3,False,1
abj,ꜣbjṱ,bbaw,3,False,1
abn,ꜣbn,bbaw,3,False,1
abs,ꜥbš,bbaw,3,False,1
abt,ꜣbt,bbaw,3,False,1
abu,ꜣbuṱ,bbaw,3,False,1
abw,ꜣbw,bbaw,3,False,1
abx,ꜣbḫ,bbaw,3,False,1
aby,ꜣby,bbaw,3,False,1
ada,ꜥḏꜣ,bbaw,3,False,1
add,ꜥḏd,bbaw,3,False,1
adj,ꜥḏj,bbaw,3,False,1
adm,ꜣdm,bbaw,3,False,1
adn,ꜣdn,bbaw,3,False,1
adp,ꜣdp,bbaw,3,False,1
adr,Ꜥḏr,bbaw,3,False,1
adt,ꜣdtṱ,bbaw,3,False,1
adu,ꜥdu,bbaw,3,False,1
adw,ꜥdw,bbaw,3,False,1
ady,ꜥdy,bbaw,3,False,1
afa,ꜥfꜥ,bbaw,3,False,1
afd,ꜣfd,bbaw,3,False,1
aff,ꜥff,bbaw,3,False,1
afj,ꜣfj,bbaw,3,False,1
afn,ꜥfn,bbaw,3,False,1
aft,ꜣft,bbaw,3,False,1
aga,ꜥgꜣ,bbaw,3,False,1
agb,ꜣgb,bbaw,3,False,1
agm,ꜥgm,bbaw,3,False,1
agt,ꜥgt,bbaw,3,False,1
aha,ꜥḥꜥ,bbaw,3,False,1
ahd,ꜣhd,bbaw,3,False,1
ahm,ꜣhm,bbaw,3,False,1
ahp,ꜥḥp,bbaw,3,False,1
ahr,Ꜥhr𓊇,bbaw,3,False,1
aht,ꜣḥt,bbaw,3,False,1
ahw,ꜣhw,bbaw,3,False,1
ais,ꜣꞽs,tla,3,False,1
ajj,ꜣjj,bbaw,3,False,1
ajn,ꜥjn,bbaw,3,False,1
ajr,ꜣjr,bbaw,3,False,1
ajs,ꜣjs,bbaw,3,False,1
ajw,ꜣjw,bbaw,3,False,1
aka,ꜥkꜣ𓊇,bbaw,3,False,1
akk,ꜥkk,bbaw,3,False,1
akn,ꜣkn,bbaw,3,False,1
akr,ꜣkr,bbaw,3,False,1
akw,ꜣkw,bbaw,3,False,1
ama,ꜥmꜣ,bbaw,3,False,1
amd,ꜥmd,bbaw,3,False,1
amg,ꜥmg,bbaw,3,False,1
ami,ꜣmꞽ,tla,3,False,1
amj,ꜣmj,bbaw,3,False,1
amm,ꜣmm,bbaw,3,False,1
amn,ꜥmn,bbaw,3,False,1
ams,Ꜣms𓊇,bbaw,3,False,1
amt,ꜥmt,bbaw,3,False,1
amw,ꜥmw,bbaw,3,False,1
amy,ꜥmy,bbaw,3,False,1
ana,ꜥnꜥ,bbaw,3,False,1
anb,ꜥnb,bbaw,3,False,1
and,ꜥnd,bbaw,3,False,1
anh,ꜥnḥ,bbaw,3,False,1
ani,ꜥni,bbaw,3,False,1
anj,ꜥnj,bbaw,3,False,1
ann,ꜥnn,bbaw,3,False,1
anp,ꜥnp,bbaw,3,False,1
ant,ꜥnṯ,bbaw,3,False,1
anw,ꜥnw,bbaw,3,False,1
anx,ꜥnḫ,bbaw,3,False,1
any,ꜣny,bbaw,3,False,1
apa,ꜣpꜣ,bbaw,3,False,1
apd,ꜣpd,bbaw,3,False,1
api,ꜥpi,bbaw,3,False,1
apl,ꜥpl,bbaw,3,False,1
app,ꜥpp,bbaw,3,False,1
apr,ꜥpr,bbaw,3,False,1
apw,ꜥpw,bbaw,3,False,1
apy,ꜥpy,bbaw,3,False,1
aqa,ꜥqꜣ,bbaw,3,False,1
aqf,ꜥqf,bbaw,3,False,1
aqi,ꜥqi,bbaw,3,False,1
aqj,ꜥqj,bbaw,3,False,1
aqn,ꜥqn,bbaw,3,False,1
aqs,ꜣqs,bbaw,3,False,1
aqt,ꜥqṯ,bbaw,3,False,1
aqw,ꜣqw,bbaw,3,False,1
aqy,ꜣqy,bbaw,3,False,1
arf,ꜥrf,bbaw,3,False,1
ark,Ꜣrk𓊇,bbaw,3,False,1
arn,ꜥrn,bbaw,3,False,1
arq,ꜥrq,bbaw,3,False,1
art,ꜥrt,bbaw,3,False,1
arw,ꜥrw,bbaw,3,False,1
asa,ꜥšꜣ,bbaw,3,False,1
asb,ꜣsb,bbaw,3,False,1
asg,ꜥšg,bbaw,3,False,1
asj,ꜥšj,bbaw,3,False,1
asm,ꜥšm,bbaw,3,False,1
asn,ꜥšn,bbaw,3,False,1
asq,ꜣsq,bbaw,3,False,1
asr,ꜣšr,bbaw,3,False,1
ast,ꜣst,bbaw,3,False,1
asw,ꜥšw,bbaw,3,False,1
asx,ꜣsḫ,bbaw,3,False,1
asy,ꜥšy,bbaw,3,False,1
ata,ꜣṯꜣ,bbaw,3,False,1
atf,ꜣtf,bbaw,3,False,1
ati,ꜣṯi,bbaw,3,False,1
atj,ꜣtj,bbaw,3,False,1
atn,ꜣtn,bbaw,3,False,1
atp,ꜣtp,bbaw,3,False,1
ats,ꜥṯš,bbaw,3,False,1
att,ꜥtt,bbaw,3,False,1
atw,ꜣtw,bbaw,3,False,1
atx,ꜥtḫ,bbaw,3,False,1
aty,ꜣty,bbaw,3,False,1
awa,ꜥwꜣ,bbaw,3,False,1
awg,ꜥwg,bbaw,3,False,1
awi,ꜣwi,bbaw,3,False,1
awj,ꜥwj,bbaw,3,False,1
awn,ꜥwn,bbaw,3,False,1
awr,ꜣwr,bbaw,3,False,1
awt,ꜥwt,bbaw,3,False,1
aww,ꜣww,bbaw,3,False,1
awy,ꜥwy,bbaw,3,False,1
axb,ꜣẖb,bbaw,3,False,1
axf,ꜣḫf,bbaw,3,False,1
axi,ꜥḫi,bbaw,3,False,1
axj,Ꜣḫj,bbaw,3,False,1
axm,ꜥḫm,bbaw,3,False,1
axn,ꜣḫn,bbaw,3,False,1
axp,ꜣẖp,bbaw,3,False,1
axs,Ꜣḫs,bbaw,3,False,1
axt,ꜣḫt,bbaw,3,False,1
axw,ꜣḫw,bbaw,3,False,1
axx,ꜥḫḫ,bbaw,3,False,1
axy,ꜥḫy,bbaw,3,False,1
aya,ꜣyꜥ,bbaw,3,False,1
ayf,ꜥyf,bbaw,3,False,1
ayt,ꜣyt,bbaw,3,False,1
azb,ꜣzb,bbaw,3,False,1
azx,ꜣzḫ,bbaw,3,False,1
baa,bꜥꜣ,bbaw,3,False,1
bag,bꜣg,bbaw,3,False,1
bah,bꜥḥ,bbaw,3,False,1
baj,bꜥj,bbaw,3,False,1
bak,bꜣk,bbaw,3,False,1
ban,bꜣn,bbaw,3,False,1
baq,bꜣq,bbaw,3,False,1
bar,Bꜥr,bbaw,3,False,1
bas,bꜣs,bbaw,3,False,1
bat,bꜣt,bbaw,3,False,1
baw,bꜣw,bbaw,3,False,1
bax,bꜣẖ,bbaw,3,False,1
bay,bꜣy,bbaw,3,False,1
bbi,bbꞽ,tla,3,False,1
bbj,Bbj,bbaw,3,False,1
bbt,bbt,bbaw,3,False,1
bbw,bbw,bbaw,3,False,1
bby,Bby,bbaw,3,False,1
bda,bḏꜣ,bbaw,3,False,1
bdd,bdd,bbaw,3,False,1
bdj,bdj,bbaw,3,False,1
bdn,bdn,bbaw,3,False,1
bds,bdš,bbaw,3,False,1
bdt,bdt,bbaw,3,False,1
bdw,bdw,bbaw,3,False,1
bfn,bfn,bbaw,3,False,1
bga,bgꜣ,bbaw,3,False,1
bgs,bgs,bbaw,3,False,1
bgt,bgt,bbaw,3,False,1
bha,bhꜣ,bbaw,3,False,1
bhd,bḥd,bbaw,3,False,1
bhh,bḥḥ,bbaw,3,False,1
bhn,Bhn,bbaw,3,False,1
bhs,bḥs,bbaw,3,False,1
bhw,bḥw,bbaw,3,False,1
bhy,bḥy,bbaw,3,False,1
bhz,bḥz,bbaw,3,False,1
bia,bꞽꜣ,tla,3,False,1
bik,bꞽk,tla,3,False,1
bin,bꞽn,tla,3,False,1
bit,bꞽt,tla,3,False,1
bja,bjꜣ,bbaw,3,False,1
bjb,bjb,bbaw,3,False,1
bjd,bjd,bbaw,3,False,1
bjf,bjf,bbaw,3,False,1
bjj,Bjj,bbaw,3,False,1
bjk,bjk,bbaw,3,False,1
bjm,Bjm𓊇,bbaw,3,False,1
bjn,bjn,bbaw,3,False,1
bjr,bjr,bbaw,3,False,1
bjs,bjs,bbaw,3,False,1
bjt,bjt,bbaw,3,False,1
bjw,bjw,bbaw,3,False,1
bka,bkꜣ,bbaw,3,False,1
bkk,Bkk𓊇,bbaw,3,False,1
bkn,bkn,bbaw,3,False,1
bkw,Bkw,bbaw,3,False,1
bnd,bnd,bbaw,3,False,1
bnf,bnf,bbaw,3,False,1
bni,bnꞽ,tla,3,False,1
bnj,bnj,bbaw,3,False,1
bnn,bnn,bbaw,3,False,1
bnq,Bnq,bbaw,3,False,1
bnr,bnr,bbaw,3,False,1
bns,bnš,bbaw,3,False,1
bnt,bnt,bbaw,3,False,1
bnu,bnu,bbaw,3,False,1
bnw,bnw,bbaw,3,False,1
bny,bny,bbaw,3,False,1
bqn,bqn,bbaw,3,False,1
brj,Brj,bbaw,3,False,1
brn,Brn𓊇,bbaw,3,False,1
brt,brt,bbaw,3,False,1
bsa,bšꜣ,bbaw,3,False,1
bsd,bšd,bbaw,3,False,1
bsi,bsi,bbaw,3,False,1
bsj,bsj,bbaw,3,False,1
bsk,bsk,bbaw,3,False,1
bsn,bsn,bbaw,3,False,1
bss,bss,bbaw,3,False,1
bst,bst,bbaw,3,False,1
bsw,bsw,bbaw,3,False,1
bsy,bsy,bbaw,3,False,1
bta,btꜣ,bbaw,3,False,1
bti,bṯi,bbaw,3,False,1
btj,btj,bbaw,3,False,1
btk,btk,bbaw,3,False,1
btn,btn,bbaw,3,False,1
bts,btš,bbaw,3,False,1
btt,bṯt,bbaw,3,False,1
btw,Btw,bbaw,3,False,1
bty,bṯy,bbaw,3,False,1
bwa,bwꜣ,bbaw,3,False,1
bwi,bwi,bbaw,3,False,1
bwn,bwn,bbaw,3,False,1
bwr,bwrʾ,bbaw,3,False,1
bwt,bwt,bbaw,3,False,1
bxb,bḫb,bbaw,3,False,1
bxn,bḫn,bbaw,3,False,1
bxs,bẖs,bbaw,3,False,1
bxx,bḫḫ,bbaw,3,False,1
byt,byt,bbaw,3,False,1
bzi,bzi,bbaw,3,False,1
bzn,bzn,bbaw,3,False,1
bzt,Bzt,bbaw,3,False,1
bzw,bzw,bbaw,3,False,1
bzy,bzy,bbaw,3,False,1
daa,Ḏꜣꜣ,bbaw,3,False,1
dab,dꜣb,bbaw,3,False,1
dad,ḏꜥd,bbaw,3,False,1
daf,ḏꜣf,bbaw,3,False,1
dag,Dꜣg,bbaw,3,False,1
dah,Ḏꜣh,bbaw,3,False,1
dai,ḏꜣi,bbaw,3,False,1
daj,dꜣj,bbaw,3,False,1
dam,ḏꜥm,bbaw,3,False,1
dan,dꜣn,bbaw,3,False,1
dap,dꜣp,bbaw,3,False,1
dar,ḏꜥr,bbaw,3,False,1
das,dꜥš,bbaw,3,False,1
dat,dꜣt,bbaw,3,False,1
daw,ḏꜥw,bbaw,3,False,1
day,ḏꜣy,bbaw,3,False,1
dba,ḏbꜣ,bbaw,3,False,1
dbb,ḏbb,bbaw,3,False,1
dbh,dbḥ,bbaw,3,False,1
dbj,dbj,bbaw,3,False,1
dbn,dbn,bbaw,3,False,1
dbt,dbt,bbaw,3,False,1
dbw,dbw,bbaw,3,False,1
dby,dby,bbaw,3,False,1
dda,ḏdꜣ,bbaw,3,False,1
ddb,ḏdb,bbaw,3,False,1
ddf,ḏdf,bbaw,3,False,1
ddh,ḏdḥ,bbaw,3,False,1
ddi,ḏdi,bbaw,3,False,1
ddj,Ḏdj,bbaw,3,False,1
ddk,ḏdk,bbaw,3,False,1
ddm,ḏdm,bbaw,3,False,1
ddn,ḏdn,bbaw,3,False,1
dds,ḏds,bbaw,3,False,1
ddt,ḏdt,bbaw,3,False,1
ddw,ddw,bbaw,3,False,1
ddy,ḏdy,bbaw,3,False,1
dfa,ḏfꜣ,bbaw,3,False,1
dfd,ḏfḏ,bbaw,3,False,1
dfj,ḏfj,bbaw,3,False,1
dfy,ḏfy,bbaw,3,False,1
dga,dgꜣ,bbaw,3,False,1
dgg,dgg,bbaw,3,False,1
dgi,dgi,bbaw,3,False,1
dgm,dgm,bbaw,3,False,1
dgs,dgs,bbaw,3,False,1
dgt,dgt,bbaw,3,False,1
dgw,dgw,bbaw,3,False,1
dgy,dgy,bbaw,3,False,1
dha,dḥꜣ,bbaw,3,False,1
dhi,dḥꞽ,tla,3,False,1
dhj,Ḏhj,bbaw,3,False,1
dhn,dhn,bbaw,3,False,1
dhr,dḥr,bbaw,3,False,1
dia,ḏiꜥ,bbaw,3,False,1
did,did,bbaw,3,False,1
dij,dij,bbaw,3,False,1
din,din,bbaw,3,False,1
dit,dit,bbaw,3,False,1
diw,ḏiw,bbaw,3,False,1
diy,diy,bbaw,3,False,1
dja,djꜣ,bbaw,3,False,1
djn,djn,bbaw,3,False,1
djr,Djrʾ,bbaw,3,False,1
djt,djt,bbaw,3,False,1
djw,djw,bbaw,3,False,1
dkn,dkn,bbaw,3,False,1
dks,dks,bbaw,3,False,1
dma,ḏmꜥ,bbaw,3,False,1
dmd,dmd,bbaw,3,False,1
dmg,Dmg,bbaw,3,False,1
dmi,dmꞽ,tla,3,False,1
dmj,dmj,bbaw,3,False,1
dmm,dmm,bbaw,3,False,1
dmn,dmn,bbaw,3,False,1
dmr,dmr,bbaw,3,False,1
dmt,dmt,bbaw,3,False,1
dmw,dmw,bbaw,3,False,1
dmy,dmy,bbaw,3,False,1
dnb,ḏnb,bbaw,3,False,1
dnd,ḏnd,bbaw,3,False,1
dng,ḏng,bbaw,3,False,1
dnh,ḏnḥ,bbaw,3,False,1
dni,dni,bbaw,3,False,1
dnj,dnj,bbaw,3,False,1
dnm,dnm,bbaw,3,False,1
dnn,dnn,tla,3,False,1
dnr,ḏnr,bbaw,3,False,1
dns,dns,bbaw,3,False,1
dnt,dnt,bbaw,3,False,1
dnw,ḏnw,bbaw,3,False,1
dny,dny,bbaw,3,False,1
dph,dpḥ,bbaw,3,False,1
dpj,dpj,bbaw,3,False,1
dpn,dpn,bbaw,3,False,1
dpt,dpt,bbaw,3,False,1
dpw,dpw,bbaw,3,False,1
dpy,dpy,bbaw,3,False,1
dqa,dqꜥ,bbaw,3,False,1
dqq,Dqq,bbaw,3,False,1
dqr,dqr,bbaw,3,False,1
dqt,dqt,bbaw,3,False,1
dqw,dqw,bbaw,3,False,1
drd,drd,bbaw,3,False,1
drf,ḏrf,bbaw,3,False,1
dri,ḏri,bbaw,3,False,1
drj,ḏrj,bbaw,3,False,1
drn,drn,bbaw,3,False,1
drp,drp,bbaw,3,False,1
drr,drr,bbaw,3,False,1
drt,ḏrt,bbaw,3,False,1
