normalized,original,source,word_length,is_compound,morpheme_count
tmwpl,tmwpl,bbaw,5,False,1
tmypl,tmypl,bbaw,5,False,1
tnbxw,tnbẖw,bbaw,5,False,1
tnfyt,ṯnfyt,bbaw,5,False,1
tnhat,tnhꜣt,bbaw,5,False,1
tnhdu,tnḥdu,bbaw,5,False,1
tnhnt,tnhnt,bbaw,5,False,1
tnhrt,tnḥrt,bbaw,5,False,1
tnhtj,ṯnḥtj,bbaw,5,False,1
tnikw,ṯnikw,bbaw,5,False,1
tnitw,tnitw,bbaw,5,False,1
tnjnj,Ṯnjnj,bbaw,5,False,1
tnjpl,ṯnjpl,bbaw,5,False,1
tnjtj,ṯnjtj,bbaw,5,False,1
tnmxr,tnmḫr,bbaw,5,False,1
tnmyt,Tnmyt,bbaw,5,False,1
tnnwy,ṯnnwy,bbaw,5,False,1
tnsmw,tnsmw,bbaw,5,False,1
tntat,ṯnṯꜣt,bbaw,5,False,1
tntjt,Ṯntjt,bbaw,5,False,1
tntti,ṯnttꞽ,tla,5,False,1
tnttj,Ṯnttj,bbaw,5,False,1
tnwdu,ṯnwdu,bbaw,5,False,1
tnwpl,ṯnwpl,bbaw,5,False,1
tnwtw,tnwtw,bbaw,5,False,1
tpawt,tpꜣwt,bbaw,5,False,1
tphnt,ṯpḥnt,bbaw,5,False,1
tphtj,ṯpḥtj,bbaw,5,False,1
tphwt,ṯpḥwt,bbaw,5,False,1
tpipl,tpꞽPL,tla,5,False,1
tpjnn,tpjnn,bbaw,5,False,1
tpjpl,tpjpl,bbaw,5,False,1
tpjtw,tpjtw,bbaw,5,False,1
tpnnt,tpnnt,bbaw,5,False,1
tpnwt,tpnwt,bbaw,5,False,1
tprpl,tprpl,bbaw,5,False,1
tptjy,tptjy,bbaw,5,False,1
tpwjr,ṯpwjrʾ,bbaw,5,False,1
tpwpl,tpwpl,bbaw,5,False,1
tpypl,tpypl,bbaw,5,False,1
trgts,Trgts,bbaw,5,False,1
trjpl,trjpl,bbaw,5,False,1
trjtw,trjtw,bbaw,5,False,1
trjwy,Ṯrjwy,bbaw,5,False,1
trmit,ṯrmit,bbaw,5,False,1
trnbx,trnbẖ,bbaw,5,False,1
trppl,trppl,bbaw,5,False,1
trtrw,ṯrṯrw,bbaw,5,False,1
trtry,ṮrṮry,bbaw,5,False,1
trtsb,Trtsb,bbaw,5,False,1
trwpl,trwpl,bbaw,5,False,1
trwrw,ṯrwrw,bbaw,5,False,1
tsjat,ṯsjꜣt,bbaw,5,False,1
tsmpl,ṯsmpl,bbaw,5,False,1
tsstj,ṯsstj,bbaw,5,False,1
tssyt,ṯssyt,bbaw,5,False,1
tstjw,ṯstjw,bbaw,5,False,1
tstpl,ṯstpl,bbaw,5,False,1
tstsw,tštšw,bbaw,5,False,1
tswpl,ṯswpl,bbaw,5,False,1
tsypl,ṯsypl,bbaw,5,False,1
ttbat,ṯtbꜣṯ,tla,5,False,1
ttftj,ṯtftj,bbaw,5,False,1
ttwtj,ṯtwtj,bbaw,5,False,1
twaha,twꜣhꜣ,bbaw,5,False,1
twajw,twꜣjw,bbaw,5,False,1
twapl,twꜣpl,bbaw,5,False,1
twatn,twꜣtn,bbaw,5,False,1
twawt,twꜣwt,bbaw,5,False,1
twjat,ṯwjꜣt,bbaw,5,False,1
twnpj,Twnpj,bbaw,5,False,1
twnxr,twnḫr,bbaw,5,False,1
twrhw,ṯwrʾḥw,bbaw,5,False,1
twrja,twrjꜣ,bbaw,5,False,1
twrjn,twrjn,bbaw,5,False,1
twrjw,twrjw,bbaw,5,False,1
twrpl,twrpl,bbaw,5,False,1
twrpw,twrʾpw,bbaw,5,False,1
twrra,Twrrꜥ,bbaw,5,False,1
twrtj,twrtj,bbaw,5,False,1
twrtw,twrtw,bbaw,5,False,1
twryt,twryt,bbaw,5,False,1
twtdu,twtdu,bbaw,5,False,1
twtiw,twtiw,bbaw,5,False,1
twtkn,ṯwṯkn,bbaw,5,False,1
twtpl,twtpl,bbaw,5,False,1
twtti,twttꞽ,tla,5,False,1
twttj,twttj,bbaw,5,False,1
twttw,twttw,bbaw,5,False,1
twtwj,twtwj,bbaw,5,False,1
twwat,twwꜣt,bbaw,5,False,1
txaiy,tḫꜥiy,bbaw,5,False,1
txbtj,tḫbtj,bbaw,5,False,1
txbtw,tḫbtw,bbaw,5,False,1
txbxb,tḫbḫb,bbaw,5,False,1
txbzt,tḫbzt,bbaw,5,False,1
txiti,tḫitꞽ,tla,5,False,1
txitj,tḫitj,bbaw,5,False,1
txjtj,tḫjtj,bbaw,5,False,1
txnbx,tḫnbẖṱ,bbaw,5,False,1
txndu,tḫndu,bbaw,5,False,1
txnnj,tḫnnj,bbaw,5,False,1
txnpl,tḫnpl,bbaw,5,False,1
txntj,tḫntj,bbaw,5,False,1
txnwj,tḫnwj,bbaw,5,False,1
txtxn,tḫtḫn,bbaw,5,False,1
txtxw,tḫtḫw,bbaw,5,False,1
tyrpl,tyrpl,bbaw,5,False,1
tzikw,ṯzikw,bbaw,5,False,1
tzitj,ṯzitj,bbaw,5,False,1
tzitn,ṯzitn,bbaw,5,False,1
tzitw,ṯzitw,bbaw,5,False,1
tziwn,ṯziwn,bbaw,5,False,1
tziyn,ṯziyn,bbaw,5,False,1
tzmpl,ṯzmpl,bbaw,5,False,1
tzmtw,ṯzmtw,bbaw,5,False,1
tztpl,ṯztpl,bbaw,5,False,1
tzwpl,ṯzwpl,bbaw,5,False,1
tzypl,ṯzypl,bbaw,5,False,1
waatw,wꜥꜣtw,bbaw,5,False,1
waawj,wꜥꜣwj,bbaw,5,False,1
waawt,wꜥꜥwt,bbaw,5,False,1
wabdu,Wꜣbdu,bbaw,5,False,1
wabkw,wꜥbkw,bbaw,5,False,1
wabpl,wꜥbpl,bbaw,5,False,1
wabti,wꜥbtꞽ,tla,5,False,1
wabtj,wꜥbtj,bbaw,5,False,1
wabtt,wꜥbtt,bbaw,5,False,1
wabtw,wꜥbtw,bbaw,5,False,1
wabwi,wꜣbwꞽ,tla,5,False,1
wabwj,Wꜣbwj,bbaw,5,False,1
wabwn,wꜥbwn,bbaw,5,False,1
wabwt,wꜥbwt,bbaw,5,False,1
wabxr,wꜥbḫr,bbaw,5,False,1
wabyt,wꜥbyt,bbaw,5,False,1
wadad,wꜣḏꜣḏ,bbaw,5,False,1
waddj,wꜣḏḏj,bbaw,5,False,1
wadhw,wꜣḏḥw,bbaw,5,False,1
wadjt,Wꜣḏjt,bbaw,5,False,1
wadmw,wꜣḏmw,bbaw,5,False,1
wadnj,wꜣḏnj,bbaw,5,False,1
wadpl,wꜣḏpl,bbaw,5,False,1
wadtj,wꜣḏtj,bbaw,5,False,1
wadtw,wꜣḏtw,tla,5,False,1
wadwd,wꜣḏwḏ,bbaw,5,False,1
wadwi,wꜣḏwꞽ,tla,5,False,1
wadwj,wꜣḏwj,bbaw,5,False,1
wadwt,wꜣḏwt,bbaw,5,False,1
wadwy,Wꜣḏwy,bbaw,5,False,1
wadyt,Wꜣḏyt,bbaw,5,False,1
wafpl,wꜥfpl,bbaw,5,False,1
wagit,wꜣgꞽt,tla,5,False,1
wagjt,wꜣgjt,bbaw,5,False,1
wahit,wꜣḥꞽt,tla,5,False,1
wahjn,wꜣḥjn,bbaw,5,False,1
wahjt,Wꜣḥjt,bbaw,5,False,1
wahpl,wꜣḥpl,bbaw,5,False,1
wahtj,wꜣḥtj,bbaw,5,False,1
wahtw,wꜣḥtw,bbaw,5,False,1
wahwt,wꜣḥwt,bbaw,5,False,1
wahxr,wꜣḥḫr,bbaw,5,False,1
wahyt,wꜣḥyt,bbaw,5,False,1
waikj,wꜥikj,bbaw,5,False,1
waikw,wꜥikw,bbaw,5,False,1
waink,wꜥink,bbaw,5,False,1
waipl,wꜣipl,bbaw,5,False,1
waiti,wꜥitꞽ,tla,5,False,1
waitj,wꜥitj,bbaw,5,False,1
waitw,wꜥitw,bbaw,5,False,1
waiwj,wꜣiwj,bbaw,5,False,1
waiwn,wꜥiwn,bbaw,5,False,1
waiww,wꜣiww,bbaw,5,False,1
waiyw,wꜥiyw,bbaw,5,False,1
wajrn,wꜣjrʾn,bbaw,5,False,1
wakwj,wꜥkwj,bbaw,5,False,1
wamtj,wꜣmtj,bbaw,5,False,1
waplt,wꜣplt,bbaw,5,False,1
warat,wꜥrꜥt,bbaw,5,False,1
wardt,wꜥrdt,bbaw,5,False,1
warjn,wꜥrjn,bbaw,5,False,1
warjt,wꜥrjt,bbaw,5,False,1
warpl,wꜥrpl,bbaw,5,False,1
warrt,wꜥrrt,bbaw,5,False,1
wartj,Wꜣrʾtj,bbaw,5,False,1
wasbt,wꜣšbt,bbaw,5,False,1
wasiy,wꜣsiy,bbaw,5,False,1
wasjr,Wasjr,bbaw,5,False,1
waskj,wꜣškj,bbaw,5,False,1
wasti,wꜣštꞽ,tla,5,False,1
wastj,wꜣstj,bbaw,5,False,1
wastw,wꜣštw,bbaw,5,False,1
waswt,wꜣšwt,bbaw,5,False,1
watdu,wꜣtdu,bbaw,5,False,1
watpl,wꜣtpl,bbaw,5,False,1
wawaj,wꜣwꜣj,bbaw,5,False,1
wawan,wꜣwꜣn,bbaw,5,False,1
wawat,Wꜣwꜣt,bbaw,5,False,1
wawkw,wꜥwkw,bbaw,5,False,1
wawpl,wꜥwpl,bbaw,5,False,1
wawwt,wꜣwwt,bbaw,5,False,1
wawyt,wꜥwyt,bbaw,5,False,1
wawyw,wꜥwyw,bbaw,5,False,1
waxit,wꜣḫit,bbaw,5,False,1
waxiy,wꜣḫiy,bbaw,5,False,1
waxtj,wꜣḫtj,bbaw,5,False,1
waxxt,wꜣḫḫt,bbaw,5,False,1
waxyr,wꜣḫyrʾ,bbaw,5,False,1
waypl,wꜣypl,bbaw,5,False,1
waypw,wꜣypw,bbaw,5,False,1
wbakt,wbꜣkt,bbaw,5,False,1
wbapl,wbꜣpl,bbaw,5,False,1
wbatw,wbꜣtw,bbaw,5,False,1
wbayt,wbꜣyt,bbaw,5,False,1
wbdpl,wbdpl,bbaw,5,False,1
wbnnj,wbnnj,bbaw,5,False,1
wbnpl,wbnpl,bbaw,5,False,1
wbntj,wbntj,bbaw,5,False,1
wbnwt,wbnwt,bbaw,5,False,1
wbsbt,wbšbt,bbaw,5,False,1
wbtjn,wbtjn,bbaw,5,False,1
wbxtj,wbḫtj,bbaw,5,False,1
wbxyw,wbḫyw,bbaw,5,False,1
wdakw,wḏꜣkw,bbaw,5,False,1
wdanw,wḏꜥnw,bbaw,5,False,1
wdapl,wḏꜣpl,bbaw,5,False,1
wdati,wḏꜣtꞽ,tla,5,False,1
wdatj,wḏꜣtj,bbaw,5,False,1
wdatw,wḏꜥtw,bbaw,5,False,1
wdawt,wḏꜣwt,bbaw,5,False,1
wdayt,wḏꜥyt,bbaw,5,False,1
wdbpl,wḏbpl,bbaw,5,False,1
wddtt,wḏḏtt,bbaw,5,False,1
wddwt,wddwt,bbaw,5,False,1
wddyw,wddyw,bbaw,5,False,1
wdfat,wḏfꜣt,bbaw,5,False,1
wdfaw,wḏfꜣw,bbaw,5,False,1
wdfin,wdfin,tla,5,False,1
wdhpl,wḏḥpl,bbaw,5,False,1
wdhwt,wdḥwt,bbaw,5,False,1
wdhxr,wḏḥḫr,bbaw,5,False,1
wdiin,wdiꞽn,tla,5,False,1
wdijn,wdijn,bbaw,5,False,1
wdika,wdikꜣ,bbaw,5,False,1
wditj,wditj,bbaw,5,False,1
wditn,wditn,bbaw,5,False,1
wditw,wḏitw,bbaw,5,False,1
wdixr,wdiḫr,bbaw,5,False,1
wdiyt,wdiyt,bbaw,5,False,1
wdiyw,wḏiyw,bbaw,5,False,1
wdkwj,wdkwj,bbaw,5,False,1
wdnka,wdnkꜣ,bbaw,5,False,1
wdnpl,wdnpl,bbaw,5,False,1
wdnsw,wdnsw,bbaw,5,False,1
wdntj,wdntj,bbaw,5,False,1
wdntw,wdntw,bbaw,5,False,1
wdpwj,wdpwj,bbaw,5,False,1
wdpwt,wdpwt,tla,5,False,1
wdtpl,wḏtpl,bbaw,5,False,1
wdwpl,wḏwpl,bbaw,5,False,1
wdwyt,wḏwyt,bbaw,5,False,1
wfatw,wfꜣtw,bbaw,5,False,1
wgagg,wgꜣgg,bbaw,5,False,1
wgajw,wgꜣjw,bbaw,5,False,1
wgapl,wgꜣpl,bbaw,5,False,1
wgapw,wgꜣpw,bbaw,5,False,1
wgasw,wgꜣsw,bbaw,5,False,1
wgayt,wgꜣyt,bbaw,5,False,1
wgayw,wgꜣyw,bbaw,5,False,1
wgijt,wgijt,bbaw,5,False,1
wgmin,wgmin,bbaw,5,False,1
wgstj,wgstj,bbaw,5,False,1
whakw,wḥꜥkw,bbaw,5,False,1
whana,whꜣnꜣ,bbaw,5,False,1
whanj,whꜣnj,bbaw,5,False,1
whant,whꜣnt,bbaw,5,False,1
whapl,wḥꜥpl,bbaw,5,False,1
whasj,whꜣsj,bbaw,5,False,1
whasn,whꜣsn,bbaw,5,False,1
whatw,wḥꜥtw,bbaw,5,False,1
whawt,wḥꜣwt,bbaw,5,False,1
whaxr,wḥꜥḫr,bbaw,5,False,1
whian,whiꜣn,bbaw,5,False,1
whmit,wḥmꞽt,tla,5,False,1
whmjt,wḥmjt,bbaw,5,False,1
whmpl,wḥmpl,bbaw,5,False,1
whmtj,wḥmtj,bbaw,5,False,1
whmxr,wḥmḫr,bbaw,5,False,1
whmyt,wḥmyt,bbaw,5,False,1
whntj,whntj,bbaw,5,False,1
whstw,wḥstw,bbaw,5,False,1
whtpl,wḥtpl,bbaw,5,False,1
whwst,wḥwst,bbaw,5,False,1
whwyt,wḥwyt,bbaw,5,False,1
whywt,wḥywt,bbaw,5,False,1
wjadu,wjꜣdu,bbaw,5,False,1
wjann,wjꜣnn,bbaw,5,False,1
wjapl,wjꜣpl,bbaw,5,False,1
wjatj,wjꜣtj,bbaw,5,False,1
wjatw,wjꜣtw,bbaw,5,False,1
wjawj,wjꜣwj,bbaw,5,False,1
wjayt,wjꜣyt,bbaw,5,False,1
wmtpl,wmtpl,bbaw,5,False,1
wnbpl,wnbpl,bbaw,5,False,1
wndjt,wnḏjt,bbaw,5,False,1
wndpl,wnḏpl,bbaw,5,False,1
wndwj,wnḏwjṱ,bbaw,5,False,1
wndwt,wnḏwt,bbaw,5,False,1
wndww,wnḏww,bbaw,5,False,1
wngyt,Wngyt,bbaw,5,False,1
wnitj,wnitj,bbaw,5,False,1
wnitw,wnitw,bbaw,5,False,1
wnity,wnity,bbaw,5,False,1
wnjmj,wnjmj,bbaw,5,False,1
wnjnn,wnjnn,bbaw,5,False,1
wnjwn,wnjwn,bbaw,5,False,1
wnkwj,wnkwj,bbaw,5,False,1
wnmit,wnmit,bbaw,5,False,1
wnmjt,wnmjt,bbaw,5,False,1
wnmpl,wnmpl,bbaw,5,False,1
wnmsn,wnmsn,bbaw,5,False,1
wnmti,wnmtꞽ,tla,5,False,1
wnmtj,wnmtj,bbaw,5,False,1
wnmtn,wnmtn,bbaw,5,False,1
wnmtt,Wnmtt,bbaw,5,False,1
wnmtw,wnmtw,bbaw,5,False,1
wnmwj,wnmwj,bbaw,5,False,1
wnmwt,wnmwt,bbaw,5,False,1
wnmwy,wnmwy,bbaw,5,False,1
wnmxr,wnmḫr,bbaw,5,False,1
wnmyt,wnmyt,bbaw,5,False,1
wnmyw,wnmyw,bbaw,5,False,1
wnnjn,wnnjn,bbaw,5,False,1
wnnkw,wnnkw,bbaw,5,False,1
wnnpl,wnnpl,bbaw,5,False,1
wnnrn,wnnrn,bbaw,5,False,1
wnnti,wnntꞽ,tla,5,False,1
wnntj,wnntj,bbaw,5,False,1
wnntw,wnntw,bbaw,5,False,1
wnnxr,wnnḫr,bbaw,5,False,1
wnnyn,wnnyn,bbaw,5,False,1
wnnyw,wnnyw,bbaw,5,False,1
wnppt,wnppt,bbaw,5,False,1
wnsjw,wnšjw,bbaw,5,False,1
wnspl,wnšpl,bbaw,5,False,1
wnstj,Wnštj,bbaw,5,False,1
wnwnn,wnwnn,bbaw,5,False,1
wnwpl,wnwpl,bbaw,5,False,1
wnwtj,Wnwtj,bbaw,5,False,1
wnwwt,wnwwt,bbaw,5,False,1
wnxdu,wnḫdu,bbaw,5,False,1
wnxmt,wnḫmt,bbaw,5,False,1
wnxtj,wnḫtj,bbaw,5,False,1
wnxwi,wnḫwı,bbaw,5,False,1
wnxwj,wnḫwj,bbaw,5,False,1
wnxwy,wnḫwy,bbaw,5,False,1
wnxyt,wnḫyt,bbaw,5,False,1
wnyjn,wnyjn,bbaw,5,False,1
wnypl,wnypl,bbaw,5,False,1
wphpt,wphpt,bbaw,5,False,1
wpipl,wpipl,bbaw,5,False,1
wpitj,wpitj,bbaw,5,False,1
wpitn,wpitn,bbaw,5,False,1
wpitw,wpitw,bbaw,5,False,1
wpiwt,wpiwt,bbaw,5,False,1
wpiwy,wpiwy,bbaw,5,False,1
wpiyw,wpiyw,bbaw,5,False,1
wppyw,wppyw,bbaw,5,False,1
wptjw,wptjw,bbaw,5,False,1
wptpl,wptpl,bbaw,5,False,1
wpwti,wpwtꞽ,tla,5,False,1
wpwtj,wpwtj,bbaw,5,False,1
wpwtn,wpwtn,bbaw,5,False,1
wpwtt,wpwtt,bbaw,5,False,1
wrdkj,wrḏkj,bbaw,5,False,1
wrdkw,wrḏkw,bbaw,5,False,1
wrdpl,wrdpl,bbaw,5,False,1
wrdwj,wrdwj,bbaw,5,False,1
wrdxr,wrdḫr,bbaw,5,False,1
wrhkw,wrḥkw,bbaw,5,False,1
wrhpl,wrḥpl,bbaw,5,False,1
wrhtj,wrḥtj,bbaw,5,False,1
wrhtw,wrḥtw,bbaw,5,False,1
wrhyw,wrḥyw,bbaw,5,False,1
wrkwj,wrkwj,bbaw,5,False,1
wrmyt,wrmyt,bbaw,5,False,1
wrrpl,wrrpl,bbaw,5,False,1
wrrtj,Wrrtj,bbaw,5,False,1
wrrtw,wrrtw,bbaw,5,False,1
wrrwy,wrrwy,bbaw,5,False,1
wrryt,wrryt,bbaw,5,False,1
wrsjw,wršjw,bbaw,5,False,1
wrsun,wršun,bbaw,5,False,1
wrsuw,wršuw,bbaw,5,False,1
wrsww,wršww,bbaw,5,False,1
wrsys,wršys,bbaw,5,False,1
wrsyt,wršyt,bbaw,5,False,1
wrsyw,wršyw,bbaw,5,False,1
wrtdu,wrtdu,bbaw,5,False,1
wrtpl,wrtpl,bbaw,5,False,1
wrwdu,wrwdu,bbaw,5,False,1
wrwpl,wrwpl,bbaw,5,False,1
wrwsu,wrwšu,bbaw,5,False,1
wsaaw,wsꜥꜣw,bbaw,5,False,1
wsatw,wšꜥtw,bbaw,5,False,1
wsawj,wšꜣwj,bbaw,5,False,1
wsaxr,wšꜥḫr,bbaw,5,False,1
wsbnw,wšbnw,bbaw,5,False,1
wsbtj,wšbtj,bbaw,5,False,1
wsbtw,wšbtw,bbaw,5,False,1
wsbwj,wšbwjṱ,bbaw,5,False,1
wsbwt,wšbwt,bbaw,5,False,1
wsbyt,wšbyt,bbaw,5,False,1
wsddw,wšddw,bbaw,5,False,1
wsdjw,wšdjw,bbaw,5,False,1
wsdti,wšdtꞽ,tla,5,False,1
wsdtj,wšdtj,bbaw,5,False,1
wsdtw,wšdtw,bbaw,5,False,1
wsfat,wsfꜣt,bbaw,5,False,1
wshas,wshꜣs,bbaw,5,False,1
wshtw,wsḥtw,bbaw,5,False,1
wsmpl,wšmpl,bbaw,5,False,1
wsnww,wšnww,bbaw,5,False,1
wsrkn,Wsrkn,bbaw,5,False,1
wsrkw,wsrkw,bbaw,5,False,1
wsrpl,wsrpl,bbaw,5,False,1
wsrti,wsrtꞽ,tla,5,False,1
wsrtj,wsrtj,bbaw,5,False,1
wsrtk,Wsrtk,bbaw,5,False,1
wsrtw,wsrtw,bbaw,5,False,1
wsrwj,wsrwj,bbaw,5,False,1
wsrwt,wsrwt,bbaw,5,False,1
wssat,wsšꜣt,bbaw,5,False,1
wssjn,wššjn,bbaw,5,False,1
wssxr,wsšḫr,bbaw,5,False,1
wstnj,wstnj,bbaw,5,False,1
wstpl,wštpl,bbaw,5,False,1
wsttj,wsttj,bbaw,5,False,1
wswda,wswḏꜣ,bbaw,5,False,1
wswnw,wswnw,bbaw,5,False,1
wsxpl,wsḫpl,bbaw,5,False,1
wsxtj,wsḫtj,bbaw,5,False,1
wtapl,wtꜣpl,bbaw,5,False,1
wtipl,wtꞽPL,tla,5,False,1
wtiti,wtꞽtꞽ,tla,5,False,1
wtjja,wtjjꜣ,bbaw,5,False,1
wtjpl,wtjpl,bbaw,5,False,1
wtjtj,wtjtj,bbaw,5,False,1
wtntj,Wtntj,bbaw,5,False,1
wtssa,wṯssꜣ,bbaw,5,False,1
wttdu,wttdu,bbaw,5,False,1
wttjw,wttjw,bbaw,5,False,1
wttti,wtṯtꞽ,tla,5,False,1
wtttj,wtṯtj,bbaw,5,False,1
wtwti,wtwtꞽ,tla,5,False,1
wtwtj,wtwtj,bbaw,5,False,1
wtzdu,wṯzdu,bbaw,5,False,1
wtzkj,wṯzkj,bbaw,5,False,1
wtzpl,wṯzpl,bbaw,5,False,1
wxapl,wḫꜣpl,bbaw,5,False,1
wxatw,wḫꜣtw,bbaw,5,False,1
wxawj,wḫꜣwj,bbaw,5,False,1
wxawt,wḫꜣwt,bbaw,5,False,1
wxawy,wḫꜣwy,bbaw,5,False,1
wxaxj,wḫꜣḫj,bbaw,5,False,1
wxayx,wḫꜣyḫ,bbaw,5,False,1
wxdpl,wḫdpl,bbaw,5,False,1
wxrpl,wḫrṱpl,bbaw,5,False,1
wxrqt,wḫrqt,bbaw,5,False,1
wxrwt,wḫrwt,bbaw,5,False,1
wzspl,wzšpl,bbaw,5,False,1
wzsyt,wzšyt,bbaw,5,False,1
wztrf,wztrf,bbaw,5,False,1
xaapl,ḫꜣꜥpl,bbaw,5,False,1
xaatj,ḫꜣꜥtj,bbaw,5,False,1
xaatw,ḫꜣꜥtw,bbaw,5,False,1
xabas,ḫꜣbꜣs,bbaw,5,False,1
xabsw,ḫꜣbsw,bbaw,5,False,1
xabws,ḫꜣbws,bbaw,5,False,1
xabwt,ḫꜣbwt,bbaw,5,False,1
xaikw,ḫꜥikw,bbaw,5,False,1
xaipl,ḫꜥipl,bbaw,5,False,1
xaiti,ḫꜥitꞽ,tla,5,False,1
xaitj,ḫꜥitj,bbaw,5,False,1
xaitw,ḫꜥitw,bbaw,5,False,1
xaiwt,ḫꜣiwt,bbaw,5,False,1
xaixr,ḫꜣiḫr,bbaw,5,False,1
xaiyt,ḫꜥiyt,bbaw,5,False,1
xajbt,ḫꜣjbt,bbaw,5,False,1
xakwj,ḫꜣkwj,bbaw,5,False,1
xamja,ḫꜣmjꜣ,bbaw,5,False,1
xamtj,ḫꜥmtj,bbaw,5,False,1
xamwy,ḫꜣmwy,bbaw,5,False,1
xanjr,ḫꜣnjrʾ,bbaw,5,False,1
xaqpl,ẖꜥqpl,bbaw,5,False,1
xaqtw,ẖꜥqṯw,bbaw,5,False,1
xarjt,ḫꜣrjt,bbaw,5,False,1
xarpl,ẖꜣrpl,bbaw,5,False,1
xartj,ḫꜥrtj,bbaw,5,False,1
xarwn,ḫꜥrwn,bbaw,5,False,1
xasjt,ḫꜣsjt,bbaw,5,False,1
xasti,ḫꜣstꞽ,tla,5,False,1
xastj,ḫꜣstj,bbaw,5,False,1
xasty,ḫꜣsty,bbaw,5,False,1
xaswt,ḫꜣswt,bbaw,5,False,1
xasww,Ḫꜣsww,bbaw,5,False,1
xasyt,ḫꜣsyt,bbaw,5,False,1
xatbn,ḫꜣtbn,bbaw,5,False,1
xatjw,ḫꜣtjw,bbaw,5,False,1
xatjy,ḫꜣtjy,bbaw,5,False,1
xatpl,ẖꜣtpl,bbaw,5,False,1
xawpl,ḫꜣwpl,bbaw,5,False,1
xawtj,ḫꜣwtj,bbaw,5,False,1
xawtt,ḫꜣwtt,bbaw,5,False,1
xawtw,ḫꜣwtw,bbaw,5,False,1
xawty,ḫꜣwty,bbaw,5,False,1
xawwt,ḫꜣwwt,bbaw,5,False,1
xaxaw,ḫꜣẖꜣw,bbaw,5,False,1
xaybt,ḫꜣybt,bbaw,5,False,1
xaypl,ḫꜣypl,bbaw,5,False,1
xaytj,ḫꜣytj,bbaw,5,False,1
xbatw,ḫbꜣtw,bbaw,5,False,1
xbayt,ḫbꜣyt,bbaw,5,False,1
xbbjt,Ḫbbjt,bbaw,5,False,1
xbntj,ḫbntj,bbaw,5,False,1
xbspl,ḫbspl,bbaw,5,False,1
xbswt,ḫbswt,bbaw,5,False,1
xbsyt,ḫbsyt,bbaw,5,False,1
xbtjt,ḫbtjt,bbaw,5,False,1
xbtjw,ḫbtjw,bbaw,5,False,1
xbtpl,ḫbtpl,bbaw,5,False,1
xbxbn,ḫbḫbn,bbaw,5,False,1
xbxbt,ḫbḫbt,bbaw,5,False,1
xbxbw,ḫbḫbw,bbaw,5,False,1
xdbpl,ẖdbpl,bbaw,5,False,1
xdbtw,ẖdbtw,bbaw,5,False,1
xditj,ḫditj,bbaw,5,False,1
xdyty,ḫdyty,bbaw,5,False,1
xfaat,ḫfꜣꜣt,bbaw,5,False,1
xfapl,ḫfꜣpl,bbaw,5,False,1
xfatw,ḫfꜥtw,bbaw,5,False,1
xfjtj,ḫfjtj,bbaw,5,False,1
xfnnt,ḫfnnt,bbaw,5,False,1
xftit,ḫftit,bbaw,5,False,1
xftiw,ḫftiw,bbaw,5,False,1
xftjw,ḫftjw,bbaw,5,False,1
xftjy,ḫftjy,bbaw,5,False,1
xftpl,ḫftpl,bbaw,5,False,1
xftyt,ḫftyt,bbaw,5,False,1
xfxft,ḫfḫft,bbaw,5,False,1
xjraa,ḫjrʾꜥꜣ,bbaw,5,False,1
xjrba,Ḫjrʾbꜣ,bbaw,5,False,1
xjrdj,ḫjrʾdj,bbaw,5,False,1
xjway,ḫjwꜣy,bbaw,5,False,1
xjyrw,ḫjyrw,bbaw,5,False,1
xkrpl,ẖkrpl,bbaw,5,False,1
xkrtj,ẖkrtj,bbaw,5,False,1
xkryt,ẖkryt,bbaw,5,False,1
xmitj,ḫmitj,bbaw,5,False,1
xmitw,ḫmitw,bbaw,5,False,1
xmiwy,ḫmiwy,bbaw,5,False,1
xmiyn,ḫmiyn,bbaw,5,False,1
xmiyt,ḫmiyt,bbaw,5,False,1
xmiyw,ḫmiyw,bbaw,5,False,1
xmjwt,ḫmjwt,bbaw,5,False,1
xmnnw,ḫmnnw,bbaw,5,False,1
xmntj,ḫmntj,bbaw,5,False,1
xmnyw,Ḫmnyw,bbaw,5,False,1
xmspl,ẖmspl,bbaw,5,False,1
xmtnj,ḫmtnj,bbaw,5,False,1
xmtnn,ḫmtnn,bbaw,5,False,1
xmtnw,ḫmtnw,bbaw,5,False,1
xmtny,ḫmtny,bbaw,5,False,1
xmtpl,ḫmtpl,bbaw,5,False,1
xmtrm,Ḫmṯrm,bbaw,5,False,1
xmwin,ḫmwꞽn,tla,5,False,1
xmwjn,ḫmwjn,bbaw,5,False,1
xmwpl,ḫmwpl,bbaw,5,False,1
xmxmw,ḫmḫmw,bbaw,5,False,1
xmxmy,ḫmḫmy,bbaw,5,False,1
xmypl,ḫmypl,bbaw,5,False,1
xnddu,ḫnḏdu,bbaw,5,False,1
xndpl,Ḫndpl,bbaw,5,False,1
xndtw,ḫndtw,bbaw,5,False,1
xndwj,ḫnḏwj,bbaw,5,False,1
xnfpl,ḫnfpl,bbaw,5,False,1
xnftn,ḫnftn,bbaw,5,False,1
xnftw,ḫnftw,bbaw,5,False,1
xnfwt,ḫnfwt,bbaw,5,False,1
xnijn,ẖnijn,bbaw,5,False,1
xnikw,ḫnikw,bbaw,5,False,1
xnisn,ẖnisn,bbaw,5,False,1
